domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
route,network_design,city_pair,destination_city_code,destination_city_code,Destination City Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter IATA city code for the destination metropolitan area. May differ from airport code when multiple airports serve one city (e.g., LON for LHR/LGW/STN).",IATA City Coding Standards
route,network_design,city_pair,destination_country_code,destination_country_code,Destination Country Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter ISO country code for the destination country (e.g., USA, GBR, FRA).",ISO 3166-1 Alpha-3
route,network_design,city_pair,destination_iata_region,destination_iata_region,Destination IATA Traffic Conference (TC) Region,STRING,,,,^TC[1-3]$,master_data,"IATA Traffic Conference region for the destination (TC1=Americas, TC2=Europe/Africa/Middle East, TC3=Asia/Pacific). Used for fare construction and bilateral agreement classification.",IATA Traffic Conference Area Definitions
route,network_design,city_pair,directionality,directionality,Directionality,STRING,,,,one_way|bidirectional,master_data,Indicates whether the city pair is defined as one-way (origin to destination only) or bidirectional (both directions treated as same market for analysis).,IATA Route Network Standards
route,network_design,city_pair,distance_band,distance_band,Distance Band,STRING,,,,short_haul|medium_haul|long_haul|ultra_long_haul,master_data,"Categorical classification of route length: short_haul (<1500km), medium_haul (1500-4000km), long_haul (4000-8000km), ultra_long_haul (>8000km). Used for fleet assignment, crew planning, and market segmentation.",IATA Route Classification Standards
route,network_design,city_pair,effective_from_date,effective_from_date,Effective From Date,DATE,,,,,master_data,Date when this city pair definition became effective in the airline's route network. Used for historical analysis and schedule planning.,IATA Schedule Standards
route,network_design,city_pair,effective_to_date,effective_to_date,Effective To Date,DATE,,,,,master_data,Date when this city pair definition ceased to be effective (nullable for currently active city pairs). Used for historical analysis and route discontinuation tracking.,IATA Schedule Standards
route,network_design,city_pair,etops_required_flag,etops_required_flag,Extended-Range Twin-Engine Operational Performance Standards (ETOPS) Required Flag,BOOLEAN,,,,,master_data,Indicates whether ETOPS certification is required for twin-engine aircraft operations on this city pair due to extended overwater or remote routing beyond 60 minutes single-engine diversion time.,ICAO Annex 6 ETOPS Standards
route,network_design,city_pair,great_circle_distance_km,great_circle_distance_km,Great Circle Distance (Kilometers),"DECIMAL(10,2)",,,,,master_data,"Shortest distance between origin and destination airports measured along the surface of the Earth (great circle route), expressed in kilometers. Used for ASK and RPK calculations.",IATA Distance Calculation Standards
route,network_design,city_pair,great_circle_distance_miles,great_circle_distance_miles,Great Circle Distance (Miles),"DECIMAL(10,2)",,,,,master_data,"Shortest distance between origin and destination airports measured along the surface of the Earth (great circle route), expressed in statute miles. Used for mileage accrual in FFP programs.",IATA Distance Calculation Standards
route,network_design,city_pair,hub_spoke_classification,hub_spoke_classification,Hub-Spoke Classification,STRING,,,,hub_to_hub|hub_to_spoke|spoke_to_spoke|point_to_point,master_data,"Network topology classification indicating whether the city pair connects two hubs, a hub to a spoke, two spokes, or operates as a point-to-point route outside the hub network.",Airline Network Planning Standards
route,network_design,city_pair,interline_eligible_flag,interline_eligible_flag,Interline Eligible Flag,BOOLEAN,,,,,master_data,"Indicates whether this city pair is eligible for interline ticketing agreements with partner carriers, allowing through-ticketing and baggage transfer.",IATA Interline Standards
route,network_design,city_pair,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this city pair record was last updated. Used for change tracking and data quality monitoring.,ISO 8601 Timestamp Standard
route,network_design,city_pair,market_classification,market_classification,Market Classification,STRING,,,,domestic|international|transborder,master_data,"Classification of the city pair market type: domestic (within same country), international (between different countries), or transborder (specific cross-border markets with special regulatory treatment, e.g., US-Canada).",IATA Market Classification Standards
route,network_design,city_pair,market_maturity,market_maturity,Market Maturity,STRING,,,,emerging|growth|mature|declining,master_data,"Lifecycle stage of the city pair market: emerging (new route, low traffic), growth (increasing demand), mature (stable established market), declining (reducing demand).",Airline Revenue Management Standards
route,network_design,city_pair,minimum_connecting_time_minutes,minimum_connecting_time_minutes,Minimum Connecting Time (MCT) in Minutes,INT,,,,,master_data,Minimum time in minutes required for passenger connections at the origin or destination hub when this city pair is part of a connecting itinerary. Used for schedule feasibility and inventory availability.,IATA MCT Standards
route,network_design,city_pair,origin_city_code,origin_city_code,Origin City Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter IATA city code for the origin metropolitan area. May differ from airport code when multiple airports serve one city (e.g., NYC for JFK/LGA/EWR).",IATA City Coding Standards
route,network_design,city_pair,origin_country_code,origin_country_code,Origin Country Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter ISO country code for the origin country (e.g., USA, GBR, FRA).",ISO 3166-1 Alpha-3
route,network_design,city_pair,origin_iata_region,origin_iata_region,Origin IATA Traffic Conference (TC) Region,STRING,,,,^TC[1-3]$,master_data,"IATA Traffic Conference region for the origin (TC1=Americas, TC2=Europe/Africa/Middle East, TC3=Asia/Pacific). Used for fare construction and bilateral agreement classification.",IATA Traffic Conference Area Definitions
route,network_design,city_pair,scheduled_distance_km,scheduled_distance_km,Scheduled Distance (Kilometers),"DECIMAL(10,2)",,,,,master_data,"Actual flown distance based on typical flight routing including airways, ATC routing, and operational constraints. May differ from great circle distance due to airspace restrictions, weather routing, or operational procedures.",ICAO Flight Planning Standards
route,network_design,city_pair,seasonal_pattern,seasonal_pattern,Seasonal Pattern,STRING,,,,year_round|summer_only|winter_only|peak_season|shoulder_season,master_data,"Typical seasonal operating pattern for this city pair: year_round (continuous service), summer_only (IATA summer season), winter_only (IATA winter season), peak_season (high-demand periods), shoulder_season (transitional periods).",IATA Seasonal Scheduling Standards
route,network_design,city_pair,slot_constrained_flag,slot_constrained_flag,Slot Constrained Flag,BOOLEAN,,,,,master_data,"Indicates whether either the origin or destination airport is slot-controlled under IATA Worldwide Slot Guidelines (Level 3 airport), requiring allocated takeoff and landing slots.",IATA Worldwide Slot Guidelines
route,network_design,city_pair,time_zone_difference_hours,time_zone_difference_hours,Time Zone Difference (Hours),"DECIMAL(4,2)",,,,,master_data,Time difference in hours between origin and destination time zones. Positive values indicate destination is ahead; negative values indicate destination is behind. Used for schedule planning and passenger communication.,IANA Time Zone Database
route,network_design,city_pair,traffic_rights_category,traffic_rights_category,Traffic Rights Category (Freedoms of the Air),STRING,,,,,master_data,"ICAO freedom of the air classification applicable to this city pair, defining the operational rights granted under bilateral agreements (e.g., third_freedom for outbound, fourth_freedom for inbound, fifth_freedom for beyond rights). [ENUM-REF-CANDIDATE: first_freedom|second_freedom|third_freedom|fourth_freedom|fifth_freedom|sixth_freedom|seventh_freedom|eighth_freedom|ninth_freedom — 9 candidates stripped; promote to reference product]",ICAO Freedoms of the Air
route,network_design,city_pair,typical_block_time_minutes,typical_block_time_minutes,Typical Block Time (Minutes),INT,,,,,master_data,"Average scheduled block time (gate-to-gate time) in minutes for flights operating this city pair, including taxi time. Used for crew scheduling, aircraft utilization planning, and schedule design.",IATA Schedule Planning Standards
route,network_design,city_pair,typical_flight_time_minutes,typical_flight_time_minutes,Typical Flight Time (Minutes),INT,,,,,master_data,"Average airborne flight time in minutes for this city pair, excluding taxi time. Used for fuel planning and flight operations analysis.",ICAO Flight Planning Standards
route,network_design,flight_number,flight_number_id,flight_number_id,Flight Number Identifier (ID),BIGINT,Y,,,,master_data,Unique system identifier for the flight number record. Primary key.,Internal Data Management Standard
route,network_design,flight_number,aircraft_type_id,aircraft_type_id,Aircraft Type Id (Foreign Key),BIGINT,,fleet.aircraft_type.aircraft_type_id,,,master_data,"Foreign key linking to fleet.aircraft_type. Business justification: Flight numbers are typically assigned with planned aircraft type for schedule publication, GDS distribution, and passenger booking. Linking to aircraft_type enables fleet assignment validation, seat i",Internal - LLM Generated Cross-Domain Link
route,network_design,flight_number,assigned_crew_scheduler_employee_id,assigned_crew_scheduler_employee_id,Assigned Crew Scheduler Employee Id (Foreign Key),BIGINT,,workforce.employee.employee_id,"confidential,pii",,master_data,"Foreign key linking to workforce.employee. Business justification: Flight numbers are managed by crew scheduling staff who coordinate crew assignments, handle disruptions, and ensure regulatory compliance. Operational necessity for accountability in crew resource man",Internal - LLM Generated Cross-Domain Link
route,network_design,flight_number,operating_carrier_id,operating_carrier_id,Operating Carrier Id (Foreign Key),BIGINT,,route.carrier.carrier_id,,,master_data,Foreign key linking to route.carrier. Business justification: flight_number currently has operating_carrier_code as STRING. Normalizing to carrier.carrier_id creates proper referential integrity. The operating carrier is the airline that physically operates the ,Internal - LLM Generated Cross-Domain Link
route,network_design,flight_number,partnership_id,partnership_id,Codeshare Agreement Identifier (ID),BIGINT,,route.partnership.partnership_id,,,master_data,Reference to the codeshare agreement governing this flight number assignment. Null for operating flights. Links to the bilateral codeshare contract between marketing and operating carriers.,Internal Commercial Agreements Standard
route,network_design,flight_number,route_id,route_id,Route Identifier (ID),BIGINT,,route.route.route_id,,,master_data,Reference to the origin-destination route that this flight number serves. Links to the route master data defining city pairs and network topology.,Internal Data Management Standard
route,network_design,flight_number,route_slot_allocation_id,route_slot_allocation_id,Slot Allocation Identifier (ID),BIGINT,,route.route_slot_allocation.route_slot_allocation_id,,,master_data,Reference to the airport slot allocation record for constrained airports. Links to the assigned takeoff/landing time window granted by the airport coordinator or Air Traffic Control (ATC).,IATA Worldwide Slot Guidelines (WSG)
route,network_design,flight_number,bilateral_agreement_reference,bilateral_agreement_reference,Bilateral Agreement Reference,STRING,,,,,master_data,Reference code or identifier for the bilateral air service agreement between countries that authorizes this route. Governs traffic rights and frequencies under international aviation treaties.,ICAO Policies on Charges for Airports and Air Navigation Services
route,network_design,flight_number,block_time_minutes,block_time_minutes,Block Time (Minutes),INT,,,,,master_data,"Scheduled block time in minutes from gate departure (out) to gate arrival (in) for this flight number. Represents the total elapsed time including taxi, flight, and arrival taxi.",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,carrier_code,carrier_code,International Air Transport Association (IATA) Carrier Code,STRING,,,,^[A-Z0-9]{2}$,master_data,"Two-character IATA airline designator code identifying the carrier (e.g., AA for American Airlines, BA for British Airways). Used as prefix for flight numbers.",IATA Resolution 762
route,network_design,flight_number,created_timestamp,created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this flight number record was first created in the system. Audit trail for data lineage and compliance.,Internal Data Governance Standard
route,network_design,flight_number,destination_airport_code,destination_airport_code,Destination Airport Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter IATA airport code for the flight's destination/arrival airport (e.g., LAX, CDG, SIN).",IATA Airport Coding Directory
route,network_design,flight_number,direction,direction,Flight Direction,STRING,,,,outbound|inbound|circular,master_data,"Directional classification of the flight within the route network: outbound (departing from hub), inbound (arriving at hub), circular (multi-leg routing returning to origin).",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,distance_km,distance_km,Flight Distance (Kilometers),"DECIMAL(10,2)",,,,,master_data,Great circle distance in kilometers between origin and destination airports. Used for Revenue Passenger Kilometer (RPK) and Available Seat Kilometer (ASK) calculations.,IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,effective_from_date,effective_from_date,Effective From Date,DATE,,,,,master_data,Date when this flight number assignment becomes active and valid for scheduling and reservations. Start of the flight number's lifecycle.,IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,effective_to_date,effective_to_date,Effective To Date,DATE,,,,,master_data,Date when this flight number assignment expires or is discontinued. Null indicates an open-ended assignment. End of the flight number's lifecycle.,IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,etops_certified_indicator,etops_certified_indicator,Extended-range Twin-engine Operational Performance Standards (ETOPS) Certified Indicator,BOOLEAN,,,,,master_data,Flag indicating whether this flight operates under Extended-range Twin-engine Operational Performance Standards (ETOPS) certification for extended overwater or remote area operations (true) or standard operations (false).,ICAO Annex 6 Part I
route,network_design,flight_number,flight_number,flight_number,Flight Number Designator,STRING,,,,"^[0-9]{1,4}[A-Z]{0,1}$",master_data,"Numeric flight number designator (1-4 digits) with optional single-letter suffix. Combined with carrier code forms the complete flight identifier (e.g., 1234, 567A).",IATA Resolution 762
route,network_design,flight_number,flight_number_status,flight_number_status,Flight Number Status,STRING,,,,active|inactive|suspended|pending|retired,master_data,"Current lifecycle status of the flight number: active (in operational use), inactive (temporarily not scheduled), suspended (operationally blocked), pending (approved but not yet active), retired (permanently discontinued).",Internal Flight Operations Standard
route,network_design,flight_number,flight_number_type,flight_number_type,Flight Number Type,STRING,,,,operating|codeshare|wetlease|drylease|blocked,master_data,"Classification of the flight number based on operational arrangement: operating (airline operates the flight), codeshare (marketing carrier sells seats on another carrier's flight), wetlease (aircraft leased with crew), drylease (aircraft leased without crew), blocked (reserved but not in active use).",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,flight_time_minutes,flight_time_minutes,Flight Time (Minutes),INT,,,,,master_data,Scheduled airborne flight time in minutes from wheels-off to wheels-on. Excludes ground taxi time.,IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,frequency_pattern,frequency_pattern,Days of Week Frequency Pattern,STRING,,,,^[0-7]{7}$,master_data,"Seven-character string indicating days of operation (1=operates, 0=does not operate) in sequence Monday through Sunday (e.g., 1111100 = Monday-Friday only, 0000011 = weekends only).",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,full_flight_number,full_flight_number,Full Flight Number,STRING,,,,"^[A-Z0-9]{2}[0-9]{1,4}[A-Z]{0,1}$",master_data,"Complete flight number including carrier code and numeric designator (e.g., AA1234, BA567A). This is the externally-known business identifier displayed to passengers and used in reservations.",IATA Resolution 762
route,network_design,flight_number,gds_distribution_indicator,gds_distribution_indicator,Global Distribution System (GDS) Distribution Indicator,BOOLEAN,,,,,master_data,"Flag indicating whether this flight number is distributed through Global Distribution Systems (GDS) such as Amadeus, Sabre, Travelport for travel agency bookings (true) or restricted to direct channels (false).",IATA Resolution 830
route,network_design,flight_number,icao_carrier_code,icao_carrier_code,International Civil Aviation Organization (ICAO) Carrier Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-character ICAO airline designator code for the carrier (e.g., AAL for American Airlines, BAW for British Airways). Used in flight plans and air traffic control communications.",ICAO Document 8585
route,network_design,flight_number,interline_eligible_indicator,interline_eligible_indicator,Interline Eligible Indicator,BOOLEAN,,,,,master_data,Flag indicating whether this flight number is eligible for interline ticketing agreements with partner carriers (true) or restricted to online bookings only (false).,IATA Multilateral Interline Traffic Agreements (MITA)
route,network_design,flight_number,last_modified_timestamp,last_modified_timestamp,Record Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this flight number record was last updated. Audit trail for change tracking and data quality monitoring.,Internal Data Governance Standard
route,network_design,flight_number,marketing_carrier_code,marketing_carrier_code,Marketing Carrier Code,STRING,,,,^[A-Z0-9]{2}$,master_data,"IATA code of the airline that markets and sells the flight. For codeshare flights, this is the carrier whose flight number is displayed. For operating flights, this matches the carrier_code.",IATA Resolution 762
route,network_design,flight_number,modified_by_user,modified_by_user,Modified By User,STRING,,,,,master_data,User identifier or system account that last modified this flight number record. Supports audit trail and accountability for schedule changes.,Internal Data Governance Standard
route,network_design,flight_number,network_hub_indicator,network_hub_indicator,Network Hub Indicator,BOOLEAN,,,,,master_data,Flag indicating whether this flight serves a hub airport in the carrier's hub-and-spoke network topology (true) or is a point-to-point spoke route (false).,Internal Network Planning Standard
route,network_design,flight_number,origin_airport_code,origin_airport_code,Origin Airport Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter IATA airport code for the flight's origin/departure airport (e.g., JFK, LHR, DXB).",IATA Airport Coding Directory
route,network_design,flight_number,priority_ranking,priority_ranking,Flight Number Priority Ranking,INT,,,,,master_data,"Internal priority ranking for this flight number within the carrier's network. Lower numbers indicate higher priority for resource allocation, slot protection, and operational recovery during Irregular Operations (IROP).",Internal Network Planning Standard
route,network_design,flight_number,remarks,remarks,Flight Number Remarks,STRING,,,,,master_data,"Free-text field for operational notes, special handling instructions, or additional context about this flight number assignment. May include codeshare display rules, seasonal variations, or historical notes.",Internal Data Management Standard
route,network_design,flight_number,revenue_management_class,revenue_management_class,Revenue Management Class,STRING,,,,,master_data,Revenue management classification code used for yield optimization and inventory control strategies. Aligns with Sabre AirVision Revenue Management system classifications.,Internal Revenue Management Standard
route,network_design,flight_number,season_code,season_code,IATA Season Code,STRING,,,,^[SW][0-9]{2}$,master_data,"IATA season code indicating the scheduling season (e.g., S24 for Summer 2024, W24 for Winter 2024/2025). Format: S/W followed by two-digit year.",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,seasonal_indicator,seasonal_indicator,Seasonal Indicator,BOOLEAN,,,,,master_data,"Flag indicating whether this flight number is assigned on a seasonal basis (true) or year-round (false). Seasonal flights typically operate during peak travel periods (summer, winter holidays).",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,service_type,service_type,Service Type,STRING,,,,passenger|cargo|combi|ferry|positioning,master_data,"Type of service provided by the flight: passenger (revenue passenger service), cargo (freight only), combi (mixed passenger and cargo), ferry (non-revenue aircraft repositioning), positioning (crew or equipment repositioning).",IATA Standard Schedules Information Manual (SSIM)
route,network_design,flight_number,traffic_rights_category,traffic_rights_category,Traffic Rights Category (Freedoms of the Air),STRING,,,,,master_data,"Classification of air traffic rights under the Freedoms of the Air framework (e.g., First Freedom, Second Freedom, Third Freedom, Fourth Freedom, Fifth Freedom, Sixth Freedom, Seventh Freedom, Eighth Freedom, Ninth Freedom). Defines the scope of international route authority.",ICAO Convention on International Civil Aviation (Chicago Convention)
route,network_design,hub_spoke_topology,hub_spoke_topology_id,hub_spoke_topology_id,Hub Spoke Topology Identifier (ID),BIGINT,Y,,,,master_data,Unique identifier for the hub-spoke network topology record. Primary key for the hub_spoke_topology data product.,Internal Data Management Standard
route,network_design,hub_spoke_topology,hub_station_id,hub_station_id,Hub Station Id (Foreign Key),BIGINT,,airport.station.station_id,,,master_data,"Foreign key linking to airport.station. Business justification: Hub/spoke topology defines network structure around hub stations. Connection bank planning, MCT validation, gate sequencing, and wave optimization require direct hub station link. Role prefix 'hub_' d",Internal - LLM Generated Cross-Domain Link
route,network_design,hub_spoke_topology,occurrence_id,occurrence_id,Occurrence Id (Foreign Key),BIGINT,,safety.occurrence.occurrence_id,,,master_data,"Foreign key linking to safety.occurrence. Business justification: Hub operations have distinct safety profiles (connection pressure, ground congestion, complex taxi routes). Required for hub safety performance analysis and minimum connecting time reviews. Links topo",Internal - LLM Generated Cross-Domain Link
route,network_design,hub_spoke_topology,allocated_slot_time,allocated_slot_time,Allocated Slot Time,TIMESTAMP,,,,,master_data,The specific time slot (HH:MM format) allocated by the airport coordinator for this hub-spoke route at slot-constrained airports. Represents the authorized takeoff or landing time window.,IATA Worldwide Slot Guidelines
route,network_design,hub_spoke_topology,arrival_wave_end_time,arrival_wave_end_time,Arrival Wave End Time,TIMESTAMP,,,,,master_data,"Local time (HH:MM format) when the arrival wave ends for this connection bank. Marks the completion of the inbound flight cluster, after which the departure wave begins.",Network Planning Standards
route,network_design,hub_spoke_topology,arrival_wave_start_time,arrival_wave_start_time,Arrival Wave Start Time,TIMESTAMP,,,,,master_data,Local time (HH:MM format) when the arrival wave begins for this connection bank. Represents the start of the inbound flight cluster arriving at the hub to feed connecting passengers into the departure wave.,Network Planning Standards
route,network_design,hub_spoke_topology,bilateral_agreement_reference,bilateral_agreement_reference,Bilateral Agreement Reference,STRING,,,,,master_data,"Reference to the bilateral air service agreement between countries that governs this hub-spoke route. Bilateral agreements specify traffic rights, frequencies, capacity, and designated carriers for international routes.",ICAO Bilateral Air Service Agreements
route,network_design,hub_spoke_topology,codeshare_partner_indicator,codeshare_partner_indicator,Codeshare Partner Indicator,BOOLEAN,,,,,master_data,"Boolean flag indicating whether this hub-spoke route includes codeshare agreements with partner airlines. True if codeshare partners place their flight numbers on this route, false if operated solely under the airline's own code.",IATA Codeshare Standards
route,network_design,hub_spoke_topology,connection_bank_number,connection_bank_number,Connection Bank Number,INT,,,,,master_data,"Sequential identifier for the connection bank (wave) within the daily hub operation. Most hubs operate 3-6 connection banks per day, each consisting of an arrival wave followed by a departure wave to maximize connecting passenger flows.",Network Planning Standards
route,network_design,hub_spoke_topology,daily_frequency_count,daily_frequency_count,Daily Frequency Count,INT,,,,,master_data,Number of daily flights operated on this hub-spoke route pair. Used to calculate spoke thickness and assess market density.,Network Planning Standards
route,network_design,hub_spoke_topology,departure_wave_end_time,departure_wave_end_time,Departure Wave End Time,TIMESTAMP,,,,,master_data,Local time (HH:MM format) when the departure wave ends for this connection bank. Marks the completion of the outbound flight cluster for this connection bank.,Network Planning Standards
route,network_design,hub_spoke_topology,departure_wave_start_time,departure_wave_start_time,Departure Wave Start Time,TIMESTAMP,,,,,master_data,"Local time (HH:MM format) when the departure wave begins for this connection bank. Represents the start of the outbound flight cluster departing from the hub, carrying connecting passengers from the arrival wave.",Network Planning Standards
route,network_design,hub_spoke_topology,effective_end_date,effective_end_date,Effective End Date,DATE,,,,,master_data,The date when this hub-spoke topology configuration expires or is superseded by a new configuration. Null for open-ended configurations. Used to maintain historical network topology for analysis.,IATA Scheduling Standards
route,network_design,hub_spoke_topology,effective_start_date,effective_start_date,Effective Start Date,DATE,,,,,master_data,The date when this hub-spoke topology configuration becomes effective in the network schedule. Aligns with IATA seasonal schedule changes (typically late March and late October).,IATA Scheduling Standards
route,network_design,hub_spoke_topology,hub_tier_classification,hub_tier_classification,Hub Tier Classification,STRING,,,,primary_hub|secondary_hub|focus_city|regional_hub,master_data,"Strategic classification of the hub airport within the airline's network hierarchy. Primary hubs are the largest connecting points with the most extensive spoke networks, secondary hubs serve regional markets, focus cities offer limited connecting service, and regional hubs serve specific geographic areas.",Network Planning Standards
route,network_design,hub_spoke_topology,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this hub-spoke topology record was last modified. Used for change tracking and audit purposes in network planning systems.,Internal Data Management Standard
route,network_design,hub_spoke_topology,minimum_connecting_time_minutes,minimum_connecting_time_minutes,Minimum Connecting Time (MCT) in Minutes,INT,,,,,master_data,"The minimum time in minutes required for passengers to make a legal connection between arriving and departing flights at this hub for this specific terminal pair or connection type. MCT varies by domestic-to-domestic, domestic-to-international, international-to-international, and terminal configuration.","IATA MCT Standards, Airport Authority Regulations"
route,network_design,hub_spoke_topology,misconnect_risk_score,misconnect_risk_score,Misconnect Risk Score,"DECIMAL(5,2)",,,,,master_data,"Calculated risk score (0-100) indicating the probability of passenger misconnections on this hub-spoke route based on historical OTP, MCT adequacy, connection bank timing, and operational complexity. Higher scores indicate higher misconnect risk.",Network Planning Standards
route,network_design,hub_spoke_topology,network_optimization_priority,network_optimization_priority,Network Optimization Priority,STRING,,,,critical|high|medium|low|under_review,master_data,"Strategic priority level assigned to this hub-spoke route for network optimization initiatives. Critical routes are core to the network and receive highest investment, low priority routes may be candidates for frequency reduction or elimination.",Network Planning Standards
route,network_design,hub_spoke_topology,planned_ask_capacity,planned_ask_capacity,Planned Available Seat Kilometers (ASK) Capacity,"DECIMAL(18,2)",,,,,master_data,"The planned ASK capacity for this hub-spoke route, calculated as available seats multiplied by route distance in kilometers. Key metric for network capacity planning and resource allocation.",IATA Industry Standards
route,network_design,hub_spoke_topology,planning_system_source,planning_system_source,Planning System Source,STRING,,,,,master_data,"Identifier of the source planning system that created or manages this hub-spoke topology record (e.g., Jeppesen NetLine/Network, internal network planning tools). Used for data lineage and system integration.",Internal Data Management Standard
route,network_design,hub_spoke_topology,seasonal_pattern,seasonal_pattern,Seasonal Pattern,STRING,,,,year_round|summer_only|winter_only|peak_season|shoulder_season,master_data,"Indicates the seasonal operating pattern for this hub-spoke route. Year-round routes operate continuously, seasonal routes operate only during specific periods (summer leisure markets, winter ski destinations), peak season routes have enhanced frequency during high-demand periods.",Network Planning Standards
route,network_design,hub_spoke_topology,slot_constrained_indicator,slot_constrained_indicator,Slot Constrained Indicator,BOOLEAN,,,,,master_data,"Boolean flag indicating whether the hub or spoke airport is slot-constrained, requiring allocated takeoff and landing slots. True for Level 3 coordinated airports (e.g., LHR, JFK, HND), false for non-coordinated airports.",IATA Worldwide Slot Guidelines
route,network_design,hub_spoke_topology,spoke_airport_code,spoke_airport_code,Spoke Airport Code (IATA),STRING,,,,^[A-Z]{3}$,master_data,Three-letter IATA airport code identifying the spoke (destination) airport connected to the hub. Represents the endpoint of a hub-spoke route segment.,IATA Airport Coding Standards
route,network_design,hub_spoke_topology,spoke_thickness_indicator,spoke_thickness_indicator,Spoke Thickness Indicator,STRING,,,,thin|thick|regional|ultra_thin|mega,master_data,"Classification of the spoke route based on frequency and capacity. Thin spokes have 1-2 daily flights, thick spokes have 3+ daily flights with larger aircraft, regional spokes serve nearby markets with high frequency, ultra-thin spokes are seasonal or less-than-daily, and mega spokes are high-density trunk routes with multiple widebody flights.",Network Planning Standards
route,network_design,hub_spoke_topology,target_connection_window_minutes,target_connection_window_minutes,Target Connection Window in Minutes,INT,,,,,master_data,"The ideal time window in minutes between arrival and departure for optimal passenger connections within this connection bank. Balances MCT requirements with passenger convenience and operational efficiency. Typically 60-120 minutes for domestic connections, 90-180 minutes for international.",Network Planning Standards
route,network_design,hub_spoke_topology,target_load_factor_percentage,target_load_factor_percentage,Target Load Factor Percentage,"DECIMAL(5,2)",,,,,master_data,"The target load factor (percentage of seats filled) for this hub-spoke route, used in network planning and revenue management. Expressed as a percentage (e.g., 82.50 for 82.5%).",IATA Industry Standards
route,network_design,hub_spoke_topology,target_otp_percentage,target_otp_percentage,Target On-Time Performance (OTP) Percentage,"DECIMAL(5,2)",,,,,master_data,"The target on-time performance percentage for this hub-spoke route, defined as flights arriving within 15 minutes of scheduled time. Used to set operational performance goals and monitor connection reliability.","DOT On-Time Performance Standards, IATA Standards"
route,network_design,hub_spoke_topology,topology_status,topology_status,Topology Status,STRING,,,,active|planned|suspended|discontinued|under_evaluation,master_data,"Current lifecycle status of this hub-spoke topology record. Active topologies are in operation, planned topologies are scheduled for future implementation, suspended topologies are temporarily inactive (e.g., due to IROP or seasonal suspension), discontinued topologies have been permanently removed from the network.",Network Planning Standards
route,network_design,hub_spoke_topology,weekly_frequency_count,weekly_frequency_count,Weekly Frequency Count,INT,,,,,master_data,Total number of flights operated per week on this hub-spoke route pair. Accounts for day-of-week variations in schedule.,Network Planning Standards
route,network_design,route,route_id,route_id,Route Identifier (ID),BIGINT,Y,,,,master_data,Unique identifier for the airline route. Primary key for the route master record.,IATA Standards
route,network_design,route,bilateral_asa_id,bilateral_asa_id,Bilateral Asa Id (Foreign Key),BIGINT,,route.bilateral_asa.bilateral_asa_id,,,master_data,Foreign key linking to route.bilateral_asa. Business justification: Route currently has bilateral_agreement_reference (STRING) which should be normalized to a FK to bilateral_asa. Bilateral ASAs govern the legal authority for routes between countries. This FK allows r,Internal - LLM Generated Cross-Domain Link
route,network_design,route,city_pair_id,city_pair_id,City Pair Id (Foreign Key),BIGINT,,route.city_pair.city_pair_id,,,master_data,Foreign key linking to route.city_pair. Business justification: Route operates on a specific origin-destination city pair. Currently route has origin_airport_code and destination_airport_code as separate strings. Adding city_pair_id FK normalizes this relationship,Internal - LLM Generated Cross-Domain Link
route,network_design,route,cost_centre_id,cost_centre_id,Cost Centre Id (Foreign Key),BIGINT,,finance.cost_centre.cost_centre_id,,,master_data,"Foreign key linking to finance.cost_centre. Business justification: Routes are primary cost objects in airline network planning. Direct operating costs (crew, fuel, maintenance) are allocated to cost centres by route for CASK calculation, route P&L reporting, and netw",Internal - LLM Generated Cross-Domain Link
